user_a_name,user_a_city,user_a_intent,user_b_name,user_b_city,user_b_intent,matchPercentage,totalScore,breakdown_setup1,breakdown_setup2,breakdown_setup3,breakdown_setup4
Yusuf Sahin,Istanbul,just_friends,Buse Aksoy,Istanbul,not_sure_yet,23,83,-20,10,38,55
Yusuf Sahin,Istanbul,just_friends,Aylin Ozdemir,Istanbul,just_friends,21,75,0,25,60,-10
Yusuf Sahin,Istanbul,just_friends,Ekin Aksoy,Istanbul,just_friends,19,70,-30,30,30,40
Yusuf Sahin,Istanbul,just_friends,Derya Aslan,Istanbul,just_friends,20,73,-20,45,58,-10
Zeynep Sahin,Istanbul,just_friends,Ahmet Aslan,Istanbul,not_sure_yet,3,10,0,25,-5,-10
Zeynep Sahin,Istanbul,just_friends,Kerem Yilmaz,Istanbul,just_friends,22,80,5,35,50,-10
Zeynep Sahin,Istanbul,just_friends,Ahmet Aksoy,Istanbul,just_friends,15,55,-5,35,35,-10
Zeynep Sahin,Istanbul,just_friends,Onur Arslan,Istanbul,just_friends,5,18,-5,30,3,-10
Zeynep Sahin,Istanbul,just_friends,Can Kilic,Istanbul,not_sure_yet,11,40,0,10,30,0
Zeynep Sahin,Istanbul,just_friends,Deniz Kaya,Istanbul,just_friends,26,93,5,30,68,-10
Zeynep Sahin,Istanbul,just_friends,Emre Yilmaz,Istanbul,just_friends,11,40,-15,30,25,0
Zeynep Sahin,Istanbul,just_friends,Furkan Tekin,Istanbul,not_sure_yet,21,75,15,25,45,-10
Zeynep Sahin,Istanbul,just_friends,Berk Kurt,Istanbul,not_sure_yet,12,43,5,10,38,-10
Zeynep Sahin,Istanbul,just_friends,Aylin Polat,Istanbul,just_friends,25,90,10,30,60,-10
Zeynep Sahin,Istanbul,just_friends,Yusuf Aksoy,Istanbul,just_friends,18,65,20,30,25,-10
Zeynep Sahin,Istanbul,just_friends,Ekin Tekin,Istanbul,just_friends,23,83,-5,35,63,-10
Zeynep Sahin,Istanbul,just_friends,Oguz Kilic,Istanbul,just_friends,33,120,5,40,85,-10
Zeynep Sahin,Istanbul,just_friends,Kerem Aksoy,Istanbul,not_sure_yet,14,50,5,10,45,-10
Zeynep Sahin,Istanbul,just_friends,Burak Ozdemir,Istanbul,just_friends,11,38,-10,35,23,-10
Zeynep Sahin,Istanbul,just_friends,Derya Sahin,Istanbul,not_sure_yet,9,33,-5,10,38,-10
Zeynep Sahin,Istanbul,just_friends,Deniz Koc,Istanbul,not_sure_yet,13,45,10,10,35,-10
Zeynep Sahin,Istanbul,just_friends,Mehmet Kurt,Istanbul,not_sure_yet,-4,-15,-10,10,-5,-10
Zeynep Sahin,Istanbul,just_friends,Eren Yilmaz,Istanbul,just_friends,13,48,5,30,13,0
Zeynep Sahin,Istanbul,just_friends,Burak Demir,Istanbul,just_friends,1,5,-25,35,-5,0
Zeynep Sahin,Istanbul,just_friends,Burak Yildiz,Istanbul,not_sure_yet,1,5,-10,20,-5,0
Zeynep Sahin,Istanbul,just_friends,Arda Aslan,Istanbul,not_sure_yet,14,50,-10,10,50,0
Zeynep Sahin,Istanbul,just_friends,Emre Yilmaz,Istanbul,just_friends,29,103,15,40,48,0
Zeynep Sahin,Istanbul,just_friends,Mehmet Erdogan,Istanbul,just_friends,24,85,15,35,45,-10
Ekin Dogan,Ankara,open_to_relationship,Lara Polat,Ankara,not_sure_yet,16,56,-15,10,43,18
Ekin Dogan,Ankara,open_to_relationship,Seda Yilmaz,Ankara,open_to_relationship,26,95,5,30,-5,65
Melis Yilmaz,Ankara,open_to_relationship,Ahmet Ozturk,Ankara,open_to_relationship,8,30,-25,20,45,-10
Melis Yilmaz,Ankara,open_to_relationship,Berk Yildiz,Ankara,open_to_relationship,31,111,0,50,23,38
Melis Yilmaz,Ankara,open_to_relationship,Can Tekin,Ankara,not_sure_yet,20,73,-5,10,-5,73
Melis Yilmaz,Ankara,open_to_relationship,Serkan Karaca,Ankara,open_to_relationship,11,38,-15,30,33,-10
Melis Yilmaz,Ankara,open_to_relationship,Kerem Kilic,Ankara,open_to_relationship,26,95,-30,30,40,55
Ahmet Aslan,Istanbul,not_sure_yet,Melis Ozdemir,Istanbul,open_to_relationship,24,88,0,10,-5,83
Ahmet Aslan,Istanbul,not_sure_yet,Gizem Yilmaz,Istanbul,just_friends,22,80,-10,20,-5,75
Ahmet Aslan,Istanbul,not_sure_yet,Yasemin Erdogan,Istanbul,keeping_it_casual,17,60,0,10,0,50
Ahmet Aslan,Istanbul,not_sure_yet,Zeynep Karaca,Istanbul,open_to_relationship,22,78,0,10,-5,73
Ahmet Aslan,Istanbul,not_sure_yet,Selin Kurt,Istanbul,just_friends,19,70,0,25,-5,50
Ahmet Aslan,Istanbul,not_sure_yet,Tugce Tekin,Istanbul,open_to_relationship,-7,-25,-20,10,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Seda Aslan,Istanbul,just_friends,0,0,-10,25,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Derya Ozturk,Istanbul,just_friends,25,90,-20,25,0,85
Ahmet Aslan,Istanbul,not_sure_yet,Aylin Polat,Istanbul,just_friends,21,75,0,15,-5,65
Ahmet Aslan,Istanbul,not_sure_yet,Elif Aydin,Istanbul,just_friends,22,78,-10,25,-5,68
Ahmet Aslan,Istanbul,not_sure_yet,Melis Aydin,Istanbul,keeping_it_casual,24,88,0,10,-5,83
Ahmet Aslan,Istanbul,not_sure_yet,Asli Kurt,Istanbul,open_to_relationship,-7,-25,-20,10,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Derya Koc,Istanbul,open_to_relationship,-7,-25,-20,10,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Aylin Arslan,Istanbul,open_to_relationship,20,73,0,10,-5,68
Ahmet Aslan,Istanbul,not_sure_yet,Sinem Kurt,Istanbul,keeping_it_casual,-1,-5,0,10,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Derya Ozdemir,Istanbul,just_friends,-4,-15,-20,20,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Ece Sahin,Istanbul,keeping_it_casual,7,25,-30,10,0,45
Ahmet Aslan,Istanbul,not_sure_yet,Derya Sahin,Istanbul,not_sure_yet,13,45,-20,15,-5,55
Ahmet Aslan,Istanbul,not_sure_yet,Buse Aksoy,Istanbul,not_sure_yet,13,48,-20,15,-5,58
Ahmet Aslan,Istanbul,not_sure_yet,Gizem Sahin,Istanbul,open_to_relationship,20,73,0,10,0,63
Ahmet Aslan,Istanbul,not_sure_yet,Aylin Ozdemir,Istanbul,just_friends,6,20,10,25,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Selin Kaya,Istanbul,keeping_it_casual,-10,-35,-30,10,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Zeynep Erdogan,Istanbul,open_to_relationship,-4,-15,-10,10,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Pelin Polat,Istanbul,keeping_it_casual,25,90,0,10,-5,85
Ahmet Aslan,Istanbul,not_sure_yet,Derya Aslan,Istanbul,just_friends,-3,-10,-20,25,-5,-10
Ahmet Aslan,Istanbul,not_sure_yet,Tugce Ozturk,Istanbul,open_to_relationship,16,58,0,10,-5,53
Ahmet Ozturk,Ankara,open_to_relationship,Buse Arslan,Ankara,not_sure_yet,0,0,-25,10,25,-10
Ahmet Ozturk,Ankara,open_to_relationship,Yasemin Kilic,Ankara,not_sure_yet,6,20,15,10,-5,0
Ahmet Ozturk,Ankara,open_to_relationship,Naz Aydin,Ankara,open_to_relationship,6,20,-5,40,-5,-10
Ahmet Ozturk,Ankara,open_to_relationship,Lara Polat,Ankara,not_sure_yet,17,60,-5,10,65,-10
Ahmet Ozturk,Ankara,open_to_relationship,Merve Erdogan,Ankara,open_to_relationship,14,50,-15,40,35,-10
Ahmet Ozturk,Ankara,open_to_relationship,Seda Yilmaz,Ankara,open_to_relationship,-6,-20,-25,20,-5,-10
Ahmet Ozturk,Ankara,open_to_relationship,Pelin Yildiz,Ankara,open_to_relationship,15,53,15,30,18,-10
Kerem Yilmaz,Istanbul,just_friends,Gizem Yilmaz,Istanbul,just_friends,45,163,10,40,40,73
Kerem Yilmaz,Istanbul,just_friends,Selin Kurt,Istanbul,just_friends,25,91,-10,35,13,53
Kerem Yilmaz,Istanbul,just_friends,Seda Aslan,Istanbul,just_friends,26,93,5,35,63,-10
Kerem Yilmaz,Istanbul,just_friends,Derya Ozturk,Istanbul,just_friends,27,98,0,35,-5,68
Kerem Yilmaz,Istanbul,just_friends,Aylin Polat,Istanbul,just_friends,44,158,10,45,35,68
Kerem Yilmaz,Istanbul,just_friends,Elif Aydin,Istanbul,just_friends,37,133,-5,45,28,65
Kerem Yilmaz,Istanbul,just_friends,Derya Ozdemir,Istanbul,just_friends,13,45,10,30,15,-10
Kerem Yilmaz,Istanbul,just_friends,Derya Sahin,Istanbul,not_sure_yet,17,61,-5,10,3,53
Kerem Yilmaz,Istanbul,just_friends,Buse Aksoy,Istanbul,not_sure_yet,18,65,5,10,10,40
Kerem Yilmaz,Istanbul,just_friends,Aylin Ozdemir,Istanbul,just_friends,19,68,0,35,43,-10
Kerem Yilmaz,Istanbul,just_friends,Derya Aslan,Istanbul,just_friends,11,40,-5,45,10,-10
Berk Yildiz,Ankara,open_to_relationship,Buse Arslan,Ankara,not_sure_yet,29,103,0,10,28,65
Berk Yildiz,Ankara,open_to_relationship,Can Tekin,Ankara,not_sure_yet,13,45,0,10,-5,40
Berk Yildiz,Ankara,open_to_relationship,Yasemin Kilic,Ankara,not_sure_yet,-4,-15,-10,10,-5,-10
Berk Yildiz,Ankara,open_to_relationship,Naz Aydin,Ankara,open_to_relationship,23,83,0,30,-5,58
Berk Yildiz,Ankara,open_to_relationship,Lara Polat,Ankara,not_sure_yet,14,51,0,10,28,13
Berk Yildiz,Ankara,open_to_relationship,Merve Erdogan,Ankara,open_to_relationship,29,103,0,40,23,40
Berk Yildiz,Ankara,open_to_relationship,Seda Yilmaz,Ankara,open_to_relationship,18,65,0,40,-5,30
Berk Yildiz,Ankara,open_to_relationship,Pelin Yildiz,Ankara,open_to_relationship,28,100,-10,20,35,55
Melis Ozdemir,Istanbul,open_to_relationship,Can Tekin,Istanbul,open_to_relationship,40,143,5,20,48,70
Melis Ozdemir,Istanbul,open_to_relationship,Arda Celik,Istanbul,open_to_relationship,25,90,0,20,-5,75
Melis Ozdemir,Istanbul,open_to_relationship,Burak Kilic,Istanbul,open_to_relationship,43,153,5,20,38,90
Melis Ozdemir,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,open_to_relationship,36,130,-5,30,45,60
Melis Ozdemir,Istanbul,open_to_relationship,Can Kilic,Istanbul,not_sure_yet,11,40,0,10,40,-10
Melis Ozdemir,Istanbul,open_to_relationship,Tugce Tekin,Istanbul,open_to_relationship,18,63,-10,50,33,-10
Melis Ozdemir,Istanbul,open_to_relationship,Eren Koc,Istanbul,open_to_relationship,33,118,-5,40,45,38
Melis Ozdemir,Istanbul,open_to_relationship,Furkan Tekin,Istanbul,not_sure_yet,32,115,5,10,40,60
Melis Ozdemir,Istanbul,open_to_relationship,Berk Kurt,Istanbul,not_sure_yet,34,123,-5,10,33,85
Melis Ozdemir,Istanbul,open_to_relationship,Mehmet Ozturk,Istanbul,open_to_relationship,25,90,-15,30,50,25
Melis Ozdemir,Istanbul,open_to_relationship,Ahmet Yildiz,Istanbul,open_to_relationship,47,168,0,40,50,78
Melis Ozdemir,Istanbul,open_to_relationship,Asli Kurt,Istanbul,open_to_relationship,8,28,-15,20,33,-10
Melis Ozdemir,Istanbul,open_to_relationship,Arda Koc,Istanbul,open_to_relationship,43,156,-25,40,48,93
Melis Ozdemir,Istanbul,open_to_relationship,Furkan Arslan,Istanbul,open_to_relationship,26,93,5,40,58,-10
Melis Ozdemir,Istanbul,open_to_relationship,Ege Kaya,Istanbul,open_to_relationship,38,138,5,20,38,75
Melis Ozdemir,Istanbul,open_to_relationship,Kaan Tekin,Istanbul,open_to_relationship,37,133,-10,30,60,53
Melis Ozdemir,Istanbul,open_to_relationship,Baris Tekin,Istanbul,open_to_relationship,5,18,-30,30,28,-10
Melis Ozdemir,Istanbul,open_to_relationship,Kerem Aksoy,Istanbul,not_sure_yet,32,115,-5,10,30,80
Melis Ozdemir,Istanbul,open_to_relationship,Derya Sahin,Istanbul,not_sure_yet,20,71,-15,10,28,48
Melis Ozdemir,Istanbul,open_to_relationship,Deniz Koc,Istanbul,not_sure_yet,31,110,0,10,40,60
Melis Ozdemir,Istanbul,open_to_relationship,Ahmet Ozturk,Istanbul,open_to_relationship,31,113,-25,40,43,55
Melis Ozdemir,Istanbul,open_to_relationship,Mehmet Kurt,Istanbul,not_sure_yet,13,45,-10,10,-5,50
Melis Ozdemir,Istanbul,open_to_relationship,Mert Sahin,Istanbul,open_to_relationship,25,90,0,40,-5,55
Melis Ozdemir,Istanbul,open_to_relationship,Tolga Yilmaz,Istanbul,open_to_relationship,44,160,-10,40,65,65
Melis Ozdemir,Istanbul,open_to_relationship,Zeynep Erdogan,Istanbul,open_to_relationship,22,80,5,30,55,-10
Melis Ozdemir,Istanbul,open_to_relationship,Burak Yildiz,Istanbul,not_sure_yet,-4,-15,-10,10,-5,-10
Melis Ozdemir,Istanbul,open_to_relationship,Arda Aslan,Istanbul,not_sure_yet,8,30,-10,10,40,-10
Melis Ozdemir,Istanbul,open_to_relationship,Ilke Ozdemir,Istanbul,open_to_relationship,8,30,5,40,-5,-10
Melis Ozdemir,Istanbul,open_to_relationship,Can Yildiz,Istanbul,open_to_relationship,31,113,10,30,-5,78
Melis Ozdemir,Istanbul,open_to_relationship,Deniz Arslan,Istanbul,open_to_relationship,40,143,5,30,40,68
Melis Ozdemir,Istanbul,open_to_relationship,Ahmet Aksoy,Istanbul,open_to_relationship,6,20,5,30,-5,-10
Melis Ozdemir,Istanbul,open_to_relationship,Tugce Ozturk,Istanbul,open_to_relationship,37,133,15,40,23,55
Can Tekin,Istanbul,open_to_relationship,Zeynep Karaca,Istanbul,open_to_relationship,37,133,0,30,43,60
Can Tekin,Istanbul,open_to_relationship,Tugce Tekin,Istanbul,open_to_relationship,8,30,-5,20,25,-10
Can Tekin,Istanbul,open_to_relationship,Asli Kurt,Istanbul,open_to_relationship,10,35,-20,40,25,-10
Can Tekin,Istanbul,open_to_relationship,Derya Koc,Istanbul,open_to_relationship,26,93,-10,40,73,-10
Can Tekin,Istanbul,open_to_relationship,Aylin Arslan,Istanbul,open_to_relationship,34,123,0,20,43,60
Can Tekin,Istanbul,open_to_relationship,Derya Sahin,Istanbul,not_sure_yet,13,48,-10,10,20,28
Can Tekin,Istanbul,open_to_relationship,Buse Aksoy,Istanbul,not_sure_yet,23,83,-20,10,38,55
Can Tekin,Istanbul,open_to_relationship,Gizem Sahin,Istanbul,open_to_relationship,32,115,0,20,-5,100
Can Tekin,Istanbul,open_to_relationship,Zeynep Erdogan,Istanbul,open_to_relationship,19,68,0,30,48,-10
Can Tekin,Istanbul,open_to_relationship,Tugce Ozturk,Istanbul,open_to_relationship,39,140,10,30,35,65
Umut Ozdemir,Istanbul,keeping_it_casual,Yasemin Erdogan,Istanbul,keeping_it_casual,20,73,-10,40,-5,48
Umut Ozdemir,Istanbul,keeping_it_casual,Melis Aydin,Istanbul,keeping_it_casual,31,111,5,23,13,70
Umut Ozdemir,Istanbul,keeping_it_casual,Sinem Kurt,Istanbul,keeping_it_casual,19,68,5,30,43,-10
Umut Ozdemir,Istanbul,keeping_it_casual,Ece Sahin,Istanbul,keeping_it_casual,15,53,-5,40,-5,23
Umut Ozdemir,Istanbul,keeping_it_casual,Derya Sahin,Istanbul,not_sure_yet,14,51,5,10,8,28
Umut Ozdemir,Istanbul,keeping_it_casual,Buse Aksoy,Istanbul,not_sure_yet,25,90,15,10,20,45
Umut Ozdemir,Istanbul,keeping_it_casual,Selin Kaya,Istanbul,keeping_it_casual,21,76,-5,33,58,-10
Umut Ozdemir,Istanbul,keeping_it_casual,Pelin Polat,Istanbul,keeping_it_casual,23,81,0,28,25,28
Gizem Yilmaz,Istanbul,just_friends,Ahmet Aksoy,Istanbul,just_friends,31,113,10,30,15,58
Gizem Yilmaz,Istanbul,just_friends,Onur Arslan,Istanbul,just_friends,36,131,0,25,43,63
Gizem Yilmaz,Istanbul,just_friends,Can Kilic,Istanbul,not_sure_yet,8,30,0,10,30,-10
Gizem Yilmaz,Istanbul,just_friends,Deniz Kaya,Istanbul,just_friends,48,171,10,35,63,63
Gizem Yilmaz,Istanbul,just_friends,Emre Yilmaz,Istanbul,just_friends,11,40,-20,25,45,-10
Gizem Yilmaz,Istanbul,just_friends,Furkan Tekin,Istanbul,not_sure_yet,44,158,0,30,55,73
Gizem Yilmaz,Istanbul,just_friends,Berk Kurt,Istanbul,not_sure_yet,25,91,0,10,33,48
Gizem Yilmaz,Istanbul,just_friends,Yusuf Aksoy,Istanbul,just_friends,41,148,0,35,40,73
Gizem Yilmaz,Istanbul,just_friends,Ekin Tekin,Istanbul,just_friends,41,146,0,30,48,68
Gizem Yilmaz,Istanbul,just_friends,Oguz Kilic,Istanbul,just_friends,37,133,0,35,50,48
Gizem Yilmaz,Istanbul,just_friends,Kerem Aksoy,Istanbul,not_sure_yet,26,93,0,10,30,53
Gizem Yilmaz,Istanbul,just_friends,Burak Ozdemir,Istanbul,just_friends,37,133,0,30,33,70
Gizem Yilmaz,Istanbul,just_friends,Deniz Koc,Istanbul,not_sure_yet,34,123,0,10,40,73
Gizem Yilmaz,Istanbul,just_friends,Mehmet Kurt,Istanbul,not_sure_yet,15,53,-10,10,-5,58
Gizem Yilmaz,Istanbul,just_friends,Eren Yilmaz,Istanbul,just_friends,20,73,0,35,48,-10
Gizem Yilmaz,Istanbul,just_friends,Burak Demir,Istanbul,just_friends,4,15,-10,40,-5,-10
Gizem Yilmaz,Istanbul,just_friends,Burak Yildiz,Istanbul,not_sure_yet,0,0,0,15,-5,-10
Gizem Yilmaz,Istanbul,just_friends,Arda Aslan,Istanbul,not_sure_yet,15,55,10,10,45,-10
Gizem Yilmaz,Istanbul,just_friends,Emre Yilmaz,Istanbul,just_friends,24,88,0,35,63,-10
Gizem Yilmaz,Istanbul,just_friends,Mehmet Erdogan,Istanbul,just_friends,43,153,0,30,60,63
Buse Arslan,Ankara,not_sure_yet,Tolga Koc,Ankara,just_friends,21,75,10,15,-5,55
Buse Arslan,Ankara,not_sure_yet,Can Tekin,Ankara,not_sure_yet,25,90,-5,15,-5,85
Buse Arslan,Ankara,not_sure_yet,Serkan Ozturk,Ankara,keeping_it_casual,33,120,5,10,-5,110
Buse Arslan,Ankara,not_sure_yet,Serkan Karaca,Ankara,open_to_relationship,8,28,-15,10,43,-10
Buse Arslan,Ankara,not_sure_yet,Yusuf Tekin,Ankara,keeping_it_casual,31,110,-5,10,30,75
Buse Arslan,Ankara,not_sure_yet,Kerem Kilic,Ankara,open_to_relationship,34,123,-20,10,60,73
Buse Arslan,Ankara,not_sure_yet,Ahmet Koc,Ankara,just_friends,44,158,-25,15,78,90
Buse Arslan,Ankara,not_sure_yet,Baris Ozturk,Ankara,just_friends,4,13,5,20,-2,-10
Buse Arslan,Ankara,not_sure_yet,Umut Arslan,Ankara,just_friends,1,5,-25,15,25,-10
Buse Arslan,Ankara,not_sure_yet,Umut Yilmaz,Ankara,keeping_it_casual,1,3,-15,10,18,-10
Duru Celik,Ankara,just_friends,Aylin Kilic,Ankara,just_friends,15,53,-5,35,23,0
Duru Celik,Ankara,just_friends,Lara Polat,Ankara,not_sure_yet,15,53,5,10,48,-10
Can Yilmaz,Izmir,open_to_relationship,Buse Koc,Izmir,not_sure_yet,-1,-5,0,10,-5,-10
Can Yilmaz,Izmir,open_to_relationship,Merve Demir,Izmir,not_sure_yet,20,73,10,10,53,0
Can Yilmaz,Izmir,open_to_relationship,Naz Sahin,Izmir,open_to_relationship,25,90,10,40,50,-10
Can Yilmaz,Izmir,open_to_relationship,Aylin Celik,Izmir,not_sure_yet,8,30,-10,10,30,0
Can Yilmaz,Izmir,open_to_relationship,Irem Dogan,Izmir,not_sure_yet,-7,-25,-20,10,-5,-10
Can Yilmaz,Izmir,open_to_relationship,Tugce Polat,Izmir,not_sure_yet,6,23,-10,10,23,0
Arda Celik,Istanbul,open_to_relationship,Zeynep Karaca,Istanbul,open_to_relationship,26,95,-10,30,-5,80
Arda Celik,Istanbul,open_to_relationship,Tugce Tekin,Istanbul,open_to_relationship,1,5,-10,30,-5,-10
Arda Celik,Istanbul,open_to_relationship,Asli Kurt,Istanbul,open_to_relationship,-1,-5,-10,20,-5,-10
Arda Celik,Istanbul,open_to_relationship,Derya Koc,Istanbul,open_to_relationship,4,15,0,30,-5,-10
Arda Celik,Istanbul,open_to_relationship,Aylin Arslan,Istanbul,open_to_relationship,31,110,0,40,-5,75
Arda Celik,Istanbul,open_to_relationship,Derya Sahin,Istanbul,not_sure_yet,12,43,-10,10,-5,48
Arda Celik,Istanbul,open_to_relationship,Buse Aksoy,Istanbul,not_sure_yet,13,45,-10,10,-5,50
Arda Celik,Istanbul,open_to_relationship,Gizem Sahin,Istanbul,open_to_relationship,29,105,0,30,0,75
Arda Celik,Istanbul,open_to_relationship,Zeynep Erdogan,Istanbul,open_to_relationship,7,25,0,40,-5,-10
Arda Celik,Istanbul,open_to_relationship,Tugce Ozturk,Istanbul,open_to_relationship,24,85,0,20,-5,70
Ahmet Aksoy,Istanbul,just_friends,Selin Kurt,Istanbul,just_friends,41,146,-15,35,63,63
Ahmet Aksoy,Istanbul,just_friends,Seda Aslan,Istanbul,just_friends,12,43,0,35,18,-10
Ahmet Aksoy,Istanbul,just_friends,Derya Ozturk,Istanbul,just_friends,26,93,0,35,-5,63
Ahmet Aksoy,Istanbul,just_friends,Aylin Polat,Istanbul,just_friends,27,98,-10,25,40,43
Ahmet Aksoy,Istanbul,just_friends,Elif Aydin,Istanbul,just_friends,41,148,0,35,48,65
Ahmet Aksoy,Istanbul,just_friends,Derya Ozdemir,Istanbul,just_friends,17,60,5,35,30,-10
Ahmet Aksoy,Istanbul,just_friends,Burak Ozdemir,Istanbul,just_friends,42,151,0,30,58,63
Ahmet Aksoy,Istanbul,just_friends,Derya Sahin,Istanbul,not_sure_yet,28,101,0,10,38,53
Ahmet Aksoy,Istanbul,just_friends,Buse Aksoy,Istanbul,not_sure_yet,28,100,0,10,70,20
Ahmet Aksoy,Istanbul,just_friends,Deniz Koc,Istanbul,not_sure_yet,31,110,15,10,35,50
Ahmet Aksoy,Istanbul,just_friends,Aylin Ozdemir,Istanbul,just_friends,6,23,-20,35,18,-10
Ahmet Aksoy,Istanbul,just_friends,Ekin Aksoy,Istanbul,just_friends,29,103,-5,45,28,35
Ahmet Aksoy,Istanbul,just_friends,Derya Aslan,Istanbul,just_friends,26,95,5,35,65,-10
Buse Koc,Izmir,not_sure_yet,Ilke Dogan,Izmir,keeping_it_casual,16,58,-5,10,-5,58
Buse Koc,Izmir,not_sure_yet,Serkan Dogan,Izmir,just_friends,3,10,15,10,-5,-10
Buse Koc,Izmir,not_sure_yet,Mehmet Arslan,Izmir,just_friends,-1,-5,0,10,-5,-10
Buse Koc,Izmir,not_sure_yet,Eren Aksoy,Izmir,open_to_relationship,-1,-5,0,10,-5,-10
Buse Koc,Izmir,not_sure_yet,Irem Dogan,Izmir,not_sure_yet,21,75,-5,15,0,65
Buse Koc,Izmir,not_sure_yet,Kaan Kaya,Izmir,open_to_relationship,18,63,5,10,-5,53
Buse Koc,Izmir,not_sure_yet,Kerem Polat,Izmir,just_friends,8,28,-20,10,-5,43
Eren Demir,Istanbul,keeping_it_casual,Yasemin Erdogan,Istanbul,keeping_it_casual,18,66,-10,23,-5,58
Eren Demir,Istanbul,keeping_it_casual,Melis Aydin,Istanbul,keeping_it_casual,49,178,5,23,50,100
Eren Demir,Istanbul,keeping_it_casual,Sinem Kurt,Istanbul,keeping_it_casual,27,98,25,23,60,-10
Eren Demir,Istanbul,keeping_it_casual,Ece Sahin,Istanbul,keeping_it_casual,16,56,-15,23,-5,53
Eren Demir,Istanbul,keeping_it_casual,Derya Sahin,Istanbul,not_sure_yet,23,83,-5,10,35,43
Eren Demir,Istanbul,keeping_it_casual,Buse Aksoy,Istanbul,not_sure_yet,27,98,5,10,38,45
Eren Demir,Istanbul,keeping_it_casual,Selin Kaya,Istanbul,keeping_it_casual,15,53,-5,23,45,-10
Eren Demir,Istanbul,keeping_it_casual,Pelin Polat,Istanbul,keeping_it_casual,32,114,-10,28,28,68
Ilke Dogan,Izmir,keeping_it_casual,Gizem Aslan,Izmir,keeping_it_casual,26,95,5,40,-5,55
Ilke Dogan,Izmir,keeping_it_casual,Aylin Celik,Izmir,not_sure_yet,9,33,-15,10,48,-10
Ilke Dogan,Izmir,keeping_it_casual,Irem Dogan,Izmir,not_sure_yet,20,73,-25,10,-5,93
Onur Arslan,Istanbul,just_friends,Selin Kurt,Istanbul,just_friends,24,88,-20,20,45,43
Onur Arslan,Istanbul,just_friends,Seda Aslan,Istanbul,just_friends,19,70,5,30,45,-10
Onur Arslan,Istanbul,just_friends,Derya Ozturk,Istanbul,just_friends,23,83,0,30,-5,58
Onur Arslan,Istanbul,just_friends,Aylin Polat,Istanbul,just_friends,31,111,0,30,48,33
Onur Arslan,Istanbul,just_friends,Elif Aydin,Istanbul,just_friends,24,85,5,20,40,20
Onur Arslan,Istanbul,just_friends,Derya Ozdemir,Istanbul,just_friends,18,63,10,35,28,-10
Onur Arslan,Istanbul,just_friends,Derya Sahin,Istanbul,not_sure_yet,27,98,5,10,30,53
Onur Arslan,Istanbul,just_friends,Buse Aksoy,Istanbul,not_sure_yet,27,98,15,10,53,20
Onur Arslan,Istanbul,just_friends,Aylin Ozdemir,Istanbul,just_friends,11,40,-10,20,40,-10
Onur Arslan,Istanbul,just_friends,Derya Aslan,Istanbul,just_friends,20,73,5,30,48,-10
Tolga Koc,Ankara,just_friends,Yasemin Kilic,Ankara,not_sure_yet,-6,-20,-20,10,0,-10
Tolga Koc,Ankara,just_friends,Aylin Kilic,Ankara,just_friends,-4,-15,-30,30,-5,-10
Tolga Koc,Ankara,just_friends,Lara Polat,Ankara,not_sure_yet,13,48,0,10,-5,43
Merve Demir,Izmir,not_sure_yet,Serkan Dogan,Izmir,just_friends,15,53,0,15,38,0
Merve Demir,Izmir,not_sure_yet,Mehmet Arslan,Izmir,just_friends,19,68,-10,15,63,0
Merve Demir,Izmir,not_sure_yet,Eren Aksoy,Izmir,open_to_relationship,13,45,10,10,25,0
Merve Demir,Izmir,not_sure_yet,Kaan Kaya,Izmir,open_to_relationship,8,28,10,10,18,-10
Merve Demir,Izmir,not_sure_yet,Kerem Polat,Izmir,just_friends,15,53,-30,20,73,-10
Burak Kilic,Istanbul,open_to_relationship,Zeynep Karaca,Istanbul,open_to_relationship,58,208,0,40,88,80
Burak Kilic,Istanbul,open_to_relationship,Tugce Tekin,Istanbul,open_to_relationship,13,45,-15,20,50,-10
Burak Kilic,Istanbul,open_to_relationship,Asli Kurt,Istanbul,open_to_relationship,21,75,-15,50,50,-10
Burak Kilic,Istanbul,open_to_relationship,Derya Koc,Istanbul,open_to_relationship,11,38,-15,30,33,-10
Burak Kilic,Istanbul,open_to_relationship,Aylin Arslan,Istanbul,open_to_relationship,47,168,5,40,48,75
Burak Kilic,Istanbul,open_to_relationship,Derya Sahin,Istanbul,not_sure_yet,23,83,-15,10,40,48
Burak Kilic,Istanbul,open_to_relationship,Buse Aksoy,Istanbul,not_sure_yet,20,73,-15,10,28,50
Burak Kilic,Istanbul,open_to_relationship,Gizem Sahin,Istanbul,open_to_relationship,26,95,0,30,-5,70
